,source,target
107, 1 1 2 2 2 p s, en 221 en 219 en 220 en 218
108, 1 1 2 2 2 p c, en 129 en 132 en 136 en 113
109, 1 1 2 2 2 p l, en 174 en 162 en 149 en 161
110, 1 1 2 2 2 p bk, en 204 en 49 en 60 en 41
111, 1 1 2 2 2 p cl, en 102 en 108 en 110 en 108
112, 1 1 2 2 3 p a, en 16 en 34 en 25 en 30
113, 1 1 2 2 3 p t, en 268 en 245 en 269 en 238
114, 1 1 2 2 3 p b, en 66 en 93 en 63 en 78
115, 1 1 2 2 3 p s, en 221 en 216 en 206 en 223 en 228
116, 1 1 2 2 3 p c, en 135 en 132 en 140 en 117
117, 1 1 2 2 3 p l, en 199 en 193 en 168 en 178
118, 1 1 2 2 3 p bk, en 56 en 49 en 62 en 60
119, 1 1 2 2 3 p cl, en 105 en 110 en 108 en 108
120, 1 1 2 3 1 p a, en 25 en 30 en 20 en 9
121, 1 1 2 3 1 p t, en 254 en 234 en 245 en 268
122, 1 1 2 3 1 p b, en 78 en 99 en 96 en 66
123, 1 1 2 3 1 p s, en 222 en 212 en 226 en 214
124, 1 1 2 3 1 p c, en 129 en 130 en 135 en 128
125, 1 1 2 3 1 p l, en 181 en 149 en 198 en 150 en 153
126, 1 1 2 3 1 p bk, en 46 en 62 en 60 en 45
127, 1 1 2 3 1 p cl, en 109 en 108 en 110 en 101 en 107
128, 1 1 2 3 2 p a, en 33 en 30 en 4 en 6
129, 1 1 2 3 2 p t, en 258 en 266 en 269 en 234
130, 1 1 2 3 2 p b, en 93 en 65 en 64 en 95
131, 1 1 2 3 2 p s, en 212 en 213 en 211 en 219
132, 1 1 2 3 2 p c, en 132 en 117 en 136 en 135
133, 1 1 2 3 2 p l, en 156 en 163 en 149 en 179 en 169
134, 1 1 2 3 2 p bk, en 40 en 60 en 55 en 41
135, 1 1 2 3 2 p cl, en 109 en 108 en 110 en 107 en 101
136, 1 1 2 3 3 p a, en 6 en 20 en 27 en 16
137, 1 1 2 3 3 p t, en 255 en 266 en 252 en 268
138, 1 1 2 3 3 p b, en 95 en 93 en 63 en 97
139, 1 1 2 3 3 p s, en 209 en 218 en 206 en 217 en 207
140, 1 1 2 3 3 p c, en 147 en 113 en 140 en 116
141, 1 1 2 3 3 p l, en 186 en 178 en 163 en 173 en 153
142, 1 1 2 3 3 p bk, en 59 en 60 en 62 en 58
143, 1 1 2 3 3 p cl, en 104 en 110 en 108 en 106 en 101
144, 1 1 3 1 1 p a, en 28 en 6 en 9 en 30
145, 1 1 3 1 1 p t, en 260 en 269 en 258 en 243
146, 1 1 3 1 1 p b, en 82 en 93 en 63 en 78
147, 1 1 3 1 1 p s, en 224 en 209 en 208 en 221
148, 1 1 3 1 1 p c, en 129 en 132 en 146 en 135
149, 1 1 3 1 1 p l, en 184 en 183 en 185 en 165
150, 1 1 3 1 1 p bk, en 61 en 41 en 49 en 51 en 38
151, 1 1 3 1 1 p cl, en 105 en 102 en 103 en 104
152, 1 1 3 1 2 p a, en 28 en 30 en 9 en 27
153, 1 1 3 1 2 p t, en 234 en 258 en 253 en 245
154, 1 1 3 1 2 p b, en 73 en 95 en 96 en 63
155, 1 1 3 1 2 p s, en 231 en 220 en 219 en 216
156, 1 1 3 1 2 p c, en 128 en 136 en 146 en 147
157, 1 1 3 1 2 p l, en 180 en 185 en 196 en 154
158, 1 1 3 1 2 p bk, en 202 en 45 en 49 en 54 en 51
159, 1 1 3 1 2 p cl, en 109 en 103 en 105 en 102
160, 1 1 3 1 3 p a, en 30 en 20 en 6 en 27
161, 1 1 3 1 3 p t, en 252 en 269 en 268 en 258
162, 1 1 3 1 3 p b, en 95 en 71 en 96 en 94
163, 1 1 3 1 3 p s, en 224 en 210 en 216 en 217 en 215
164, 1 1 3 1 3 p c, en 132 en 130 en 117 en 128
165, 1 1 3 1 3 p l, en 174 en 184 en 165 en 170
166, 1 1 3 1 3 p bk, en 39 en 62 en 55 en 54 en 50
167, 1 1 3 1 3 p cl, en 103 en 104 en 105 en 102
168, 1 1 3 2 1 p a, en 20 en 28 en 9 en 34
169, 1 1 3 2 1 p t, en 269 en 266 en 245 en 253
170, 1 1 3 2 1 p b, en 97 en 64 en 73 en 82
171, 1 1 3 2 1 p s, en 209 en 214 en 229 en 221
172, 1 1 3 2 1 p c, en 116 en 129 en 146 en 117
173, 1 1 3 2 1 p l, en 154 en 197 en 178 en 161
174, 1 1 3 2 1 p bk, en 57 en 41 en 49 en 51 en 54
175, 1 1 3 2 1 p cl, en 103 en 110 en 108 en 108
176, 1 1 3 2 2 p a, en 6 en 34 en 30 en 25
177, 1 1 3 2 2 p t, en 254 en 234 en 263 en 266
178, 1 1 3 2 2 p b, en 63 en 93 en 65 en 99
179, 1 1 3 2 2 p s, en 222 en 230 en 220 en 218
180, 1 1 3 2 2 p c, en 116 en 136 en 135 en 146
181, 1 1 3 2 2 p l, en 154 en 163 en 192 en 172
182, 1 1 3 2 2 p bk, en 53 en 49 en 55 en 38 en 42
183, 1 1 3 2 2 p cl, en 103 en 108 en 110 en 108
184, 1 1 3 2 3 p a, en 4 en 6 en 25 en 28
185, 1 1 3 2 3 p t, en 254 en 265 en 258 en 238
186, 1 1 3 2 3 p b, en 63 en 97 en 73 en 66
187, 1 1 3 2 3 p s, en 226 en 206 en 211 en 217 en 215
188, 1 1 3 2 3 p c, en 147 en 146 en 128 en 117
189, 1 1 3 2 3 p l, en 181 en 171 en 152 en 200
190, 1 1 3 2 3 p bk, en 39 en 45 en 49 en 50 en 43
191, 1 1 3 2 3 p cl, en 104 en 110 en 108 en 108
192, 1 1 3 3 1 p a, en 30 en 4 en 30 en 25
193, 1 1 3 3 1 p t, en 269 en 268 en 238 en 252
194, 1 1 3 3 1 p b, en 93 en 73 en 63 en 71
195, 1 1 3 3 1 p s, en 212 en 224 en 225 en 231
196, 1 1 3 3 1 p c, en 146 en 116 en 140 en 130
197, 1 1 3 3 1 p l, en 180 en 172 en 149 en 164 en 166
198, 1 1 3 3 1 p bk, en 59 en 62 en 60 en 42 en 51
199, 1 1 3 3 1 p cl, en 104 en 108 en 110 en 101 en 106
200, 1 1 3 3 2 p a, en 30 en 6 en 9 en 28
201, 1 1 3 3 2 p t, en 252 en 254 en 260 en 263
202, 1 1 3 3 2 p b, en 82 en 64 en 93 en 94
203, 1 1 3 3 2 p s, en 225 en 216 en 218 en 213
204, 1 1 3 3 2 p c, en 146 en 116 en 113 en 117
205, 1 1 3 3 2 p l, en 182 en 149 en 188 en 169 en 187
206, 1 1 3 3 2 p bk, en 47 en 45 en 49 en 54 en 43
207, 1 1 3 3 2 p cl, en 103 en 110 en 108 en 106 en 107
208, 1 1 3 3 3 p a, en 4 en 20 en 16 en 25
209, 1 1 3 3 3 p t, en 268 en 234 en 266 en 255
210, 1 1 3 3 3 p b, en 65 en 63 en 64 en 66
211, 1 1 3 3 3 p s, en 226 en 213 en 211 en 217 en 207
212, 1 1 3 3 3 p c, en 136 en 132 en 129 en 140
213, 1 1 3 3 3 p l, en 175 en 157 en 155 en 166 en 176
214, 1 1 3 3 3 p bk, en 202 en 49 en 62 en 42 en 51
215, 1 1 3 3 3 p cl, en 102 en 108 en 110 en 107 en 106
216, 1 2 1 1 1 p a, en 33 en 26 en 17 en 35
217, 1 2 1 1 1 p t, en 265 en 260 en 258 en 268
218, 1 2 1 1 1 p b, en 71 en 94 en 65 en 82
219, 1 2 1 1 1 p s, en 222 en 224 en 208 en 225
220, 1 2 1 1 1 p c, en 146 en 140 en 136 en 116
221, 1 2 1 1 1 p l, en 180 en 182 en 186 en 154
222, 1 2 1 1 1 p bk, en 37 en 53 en 46 en 203
223, 1 2 1 1 1 p cl, en 105 en 109 en 103 en 102
224, 1 2 1 1 2 p a, en 33 en 17 en 35 en 23
225, 1 2 1 1 2 p t, en 238 en 245 en 252 en 266
226, 1 2 1 1 2 p b, en 73 en 97 en 95 en 96
227, 1 2 1 1 2 p s, en 224 en 206 en 216 en 230
228, 1 2 1 1 2 p c, en 135 en 116 en 117 en 128
229, 1 2 1 1 2 p l, en 182 en 175 en 154 en 199
230, 1 2 1 1 2 p bk, en 37 en 204 en 57 en 201
231, 1 2 1 1 2 p cl, en 103 en 109 en 104 en 105
232, 1 2 1 1 3 p a, en 6 en 26 en 35 en 17
233, 1 2 1 1 3 p t, en 234 en 252 en 253 en 266
234, 1 2 1 1 3 p b, en 96 en 82 en 99 en 71
235, 1 2 1 1 3 p s, en 229 en 220 en 218 en 223 en 217
236, 1 2 1 1 3 p c, en 130 en 146 en 128 en 147
237, 1 2 1 1 3 p l, en 151 en 184 en 183 en 185
238, 1 2 1 1 3 p bk, en 47 en 52 en 201 en 39
239, 1 2 1 1 3 p cl, en 102 en 104 en 103 en 105
240, 1 2 1 2 1 p a, en 16 en 23 en 17 en 26
241, 1 2 1 2 1 p t, en 245 en 263 en 268 en 254
242, 1 2 1 2 1 p b, en 94 en 96 en 99 en 93
243, 1 2 1 2 1 p s, en 209 en 229 en 221 en 208
244, 1 2 1 2 1 p c, en 116 en 113 en 147 en 146
245, 1 2 1 2 1 p l, en 186 en 162 en 198 en 157
246, 1 2 1 2 1 p bk, en 37 en 203 en 36 en 53
247, 1 2 1 2 1 p cl, en 102 en 110 en 108 en 108
248, 1 2 1 2 2 p a, en 6 en 35 en 23 en 26
249, 1 2 1 2 2 p t, en 252 en 234 en 255 en 243
250, 1 2 1 2 2 p b, en 71 en 94 en 95 en 97
251, 1 2 1 2 2 p s, en 225 en 216 en 206 en 230
252, 1 2 1 2 2 p c, en 146 en 116 en 135 en 136
253, 1 2 1 2 2 p l, en 175 en 171 en 162 en 178
254, 1 2 1 2 2 p bk, en 46 en 204 en 202 en 205
255, 1 2 1 2 2 p cl, en 104 en 108 en 110 en 108
256, 1 2 1 2 3 p a, en 27 en 26 en 17 en 19
257, 1 2 1 2 3 p t, en 258 en 234 en 266 en 245
258, 1 2 1 2 3 p b, en 71 en 97 en 99 en 93
259, 1 2 1 2 3 p s, en 222 en 218 en 213 en 223 en 207
260, 1 2 1 2 3 p c, en 140 en 135 en 147 en 132
261, 1 2 1 2 3 p l, en 185 en 197 en 194 en 163
262, 1 2 1 2 3 p bk, en 201 en 56 en 36 en 44
263, 1 2 1 2 3 p cl, en 103 en 110 en 108 en 108
264, 1 2 1 3 1 p a, en 4 en 23 en 17 en 26
265, 1 2 1 3 1 p t, en 269 en 268 en 254 en 252
266, 1 2 1 3 1 p b, en 63 en 96 en 64 en 95
267, 1 2 1 3 1 p s, en 212 en 231 en 209 en 214
268, 1 2 1 3 1 p c, en 146 en 117 en 116 en 130
269, 1 2 1 3 1 p l, en 174 en 188 en 194 en 187 en 160
270, 1 2 1 3 1 p bk, en 57 en 48 en 59 en 205
271, 1 2 1 3 1 p cl, en 104 en 110 en 108 en 107 en 106
272, 1 2 1 3 2 p a, en 33 en 35 en 17 en 26
273, 1 2 1 3 2 p t, en 253 en 234 en 266 en 268
274, 1 2 1 3 2 p b, en 66 en 94 en 65 en 97
275, 1 2 1 3 2 p s, en 222 en 227 en 230 en 213
276, 1 2 1 3 2 p c, en 130 en 117 en 146 en 147
277, 1 2 1 3 2 p l, en 199 en 194 en 200 en 189 en 166
278, 1 2 1 3 2 p bk, en 57 en 61 en 39 en 44
279, 1 2 1 3 2 p cl, en 103 en 110 en 108 en 106 en 107
280, 1 2 1 3 3 p a, en 27 en 17 en 35 en 26
281, 1 2 1 3 3 p t, en 263 en 260 en 265 en 255
282, 1 2 1 3 3 p b, en 94 en 95 en 65 en 99
283, 1 2 1 3 3 p s, en 208 en 213 en 220 en 223 en 228
284, 1 2 1 3 3 p c, en 129 en 146 en 128 en 132
285, 1 2 1 3 3 p l, en 183 en 198 en 157 en 150 en 190
286, 1 2 1 3 3 p bk, en 40 en 47 en 48 en 204
287, 1 2 1 3 3 p cl, en 102 en 108 en 110 en 106 en 107
288, 1 2 2 1 1 p a, en 16 en 17 en 19 en 35
289, 1 2 2 1 1 p t, en 243 en 265 en 269 en 268
290, 1 2 2 1 1 p b, en 97 en 73 en 94 en 82
291, 1 2 2 1 1 p s, en 231 en 222 en 214 en 226
292, 1 2 2 1 1 p c, en 135 en 147 en 146 en 132
293, 1 2 2 1 1 p l, en 170 en 156 en 151 en 177
294, 1 2 2 1 1 p bk, en 61 en 41 en 55 en 60
295, 1 2 2 1 1 p cl, en 103 en 109 en 105 en 104
296, 1 2 2 1 2 p a, en 16 en 23 en 17 en 35
297, 1 2 2 1 2 p t, en 268 en 268 en 263 en 252
298, 1 2 2 1 2 p b, en 73 en 93 en 65 en 71
299, 1 2 2 1 2 p s, en 226 en 211 en 218 en 220
300, 1 2 2 1 2 p c, en 135 en 129 en 147 en 117
301, 1 2 2 1 2 p l, en 182 en 181 en 174 en 185
302, 1 2 2 1 2 p bk, en 202 en 45 en 62 en 58
303, 1 2 2 1 2 p cl, en 105 en 102 en 109 en 103
304, 1 2 2 1 3 p a, en 34 en 23 en 35 en 17
305, 1 2 2 1 3 p t, en 255 en 258 en 243 en 268
306, 1 2 2 1 3 p b, en 82 en 95 en 99 en 65
307, 1 2 2 1 3 p s, en 229 en 219 en 213 en 215 en 228
308, 1 2 2 1 3 p c, en 130 en 147 en 146 en 113
309, 1 2 2 1 3 p l, en 180 en 151 en 165 en 186
310, 1 2 2 1 3 p bk, en 202 en 62 en 60 en 49
311, 1 2 2 1 3 p cl, en 103 en 102 en 109 en 104
312, 1 2 2 2 1 p a, en 27 en 26 en 17 en 23
313, 1 2 2 2 1 p t, en 253 en 254 en 245 en 265
314, 1 2 2 2 1 p b, en 71 en 94 en 97 en 64
315, 1 2 2 2 1 p s, en 231 en 229 en 214 en 225
316, 1 2 2 2 1 p c, en 128 en 116 en 130 en 113
317, 1 2 2 2 1 p l, en 186 en 193 en 194 en 198
318, 1 2 2 2 1 p bk, en 205 en 45 en 49 en 58
319, 1 2 2 2 1 p cl, en 105 en 110 en 108 en 108
320, 1 2 2 2 2 p a, en 9 en 35 en 26 en 19
321, 1 2 2 2 2 p t, en 252 en 269 en 254 en 265
322, 1 2 2 2 2 p b, en 73 en 97 en 95 en 78
323, 1 2 2 2 2 p s, en 225 en 216 en 210 en 218
324, 1 2 2 2 2 p c, en 113 en 117 en 129 en 130
325, 1 2 2 2 2 p l, en 175 en 163 en 149 en 155
326, 1 2 2 2 2 p bk, en 36 en 45 en 49 en 55
327, 1 2 2 2 2 p cl, en 104 en 108 en 110 en 108
328, 1 2 2 2 3 p a, en 20 en 19 en 35 en 26
329, 1 2 2 2 3 p t, en 260 en 254 en 252 en 258
330, 1 2 2 2 3 p b, en 96 en 93 en 99 en 65
331, 1 2 2 2 3 p s, en 222 en 218 en 227 en 207 en 223
332, 1 2 2 2 3 p c, en 136 en 140 en 135 en 116
333, 1 2 2 2 3 p l, en 151 en 171 en 149 en 155
334, 1 2 2 2 3 p bk, en 204 en 60 en 45 en 62
335, 1 2 2 2 3 p cl, en 103 en 108 en 110 en 108
336, 1 2 2 3 1 p a, en 34 en 17 en 23 en 26
337, 1 2 2 3 1 p t, en 263 en 253 en 266 en 258
338, 1 2 2 3 1 p b, en 96 en 95 en 73 en 63
339, 1 2 2 3 1 p s, en 225 en 222 en 209 en 208
340, 1 2 2 3 1 p c, en 113 en 146 en 128 en 116
341, 1 2 2 3 1 p l, en 165 en 171 en 155 en 191 en 195
342, 1 2 2 3 1 p bk, en 37 en 41 en 62 en 49
343, 1 2 2 3 1 p cl, en 109 en 108 en 110 en 106 en 101
344, 1 2 2 3 2 p a, en 16 en 35 en 19 en 17
345, 1 2 2 3 2 p t, en 260 en 245 en 255 en 265
346, 1 2 2 3 2 p b, en 95 en 63 en 78 en 66
347, 1 2 2 3 2 p s, en 212 en 206 en 218 en 219
348, 1 2 2 3 2 p c, en 146 en 136 en 129 en 147
349, 1 2 2 3 2 p l, en 175 en 197 en 193 en 179 en 187
350, 1 2 2 3 2 p bk, en 36 en 49 en 55 en 62
351, 1 2 2 3 2 p cl, en 102 en 108 en 110 en 107 en 101
352, 1 2 2 3 3 p a, en 16 en 35 en 17 en 23
353, 1 2 2 3 3 p t, en 268 en 258 en 254 en 238
354, 1 2 2 3 3 p b, en 71 en 73 en 94 en 65
355, 1 2 2 3 3 p s, en 224 en 206 en 210 en 223 en 228
356, 1 2 2 3 3 p c, en 136 en 146 en 116 en 113
357, 1 2 2 3 3 p l, en 186 en 149 en 152 en 150 en 191
358, 1 2 2 3 3 p bk, en 205 en 62 en 49 en 58
359, 1 2 2 3 3 p cl, en 105 en 110 en 108 en 106 en 107
360, 1 2 3 1 1 p a, en 27 en 23 en 17 en 26
361, 1 2 3 1 1 p t, en 268 en 238 en 253 en 269
362, 1 2 3 1 1 p b, en 97 en 96 en 71 en 99
363, 1 2 3 1 1 p s, en 212 en 208 en 229 en 222
364, 1 2 3 1 1 p c, en 128 en 129 en 116 en 136
365, 1 2 3 1 1 p l, en 177 en 199 en 175 en 184
366, 1 2 3 1 1 p bk, en 52 en 55 en 60 en 38 en 43
367, 1 2 3 1 1 p cl, en 109 en 102 en 104 en 105
368, 1 2 3 1 2 p a, en 30 en 19 en 35 en 17
369, 1 2 3 1 2 p t, en 245 en 268 en 260 en 266
370, 1 2 3 1 2 p b, en 78 en 66 en 94 en 64
371, 1 2 3 1 2 p s, en 209 en 211 en 227 en 218
372, 1 2 3 1 2 p c, en 117 en 135 en 146 en 132
373, 1 2 3 1 2 p l, en 196 en 177 en 170 en 156
374, 1 2 3 1 2 p bk, en 39 en 49 en 41 en 38 en 43
375, 1 2 3 1 2 p cl, en 105 en 103 en 102 en 109
376, 1 2 3 1 3 p a, en 25 en 19 en 17 en 26
377, 1 2 3 1 3 p t, en 269 en 258 en 255 en 252
378, 1 2 3 1 3 p b, en 63 en 95 en 93 en 71
379, 1 2 3 1 3 p s, en 221 en 220 en 219 en 215 en 223
380, 1 2 3 1 3 p c, en 135 en 130 en 116 en 128
381, 1 2 3 1 3 p l, en 174 en 199 en 185 en 181
382, 1 2 3 1 3 p bk, en 59 en 58 en 41 en 51 en 38
383, 1 2 3 1 3 p cl, en 103 en 109 en 104 en 105
384, 1 2 3 2 1 p a, en 27 en 19 en 35 en 17
385, 1 2 3 2 1 p t, en 255 en 253 en 268 en 245
386, 1 2 3 2 1 p b, en 94 en 63 en 65 en 78
387, 1 2 3 2 1 p s, en 231 en 226 en 224 en 209
388, 1 2 3 2 1 p c, en 113 en 135 en 140 en 129
389, 1 2 3 2 1 p l, en 170 en 172 en 155 en 193
390, 1 2 3 2 1 p bk, en 205 en 41 en 60 en 38 en 42
391, 1 2 3 2 1 p cl, en 104 en 110 en 108 en 108
392, 1 2 3 2 2 p a, en 6 en 17 en 23 en 26
393, 1 2 3 2 2 p t, en 243 en 234 en 254 en 269
394, 1 2 3 2 2 p b, en 63 en 82 en 78 en 71
395, 1 2 3 2 2 p s, en 226 en 213 en 230 en 216
396, 1 2 3 2 2 p c, en 113 en 136 en 130 en 117
397, 1 2 3 2 2 p l, en 156 en 155 en 162 en 200
398, 1 2 3 2 2 p bk, en 36 en 49 en 41 en 42 en 38
399, 1 2 3 2 2 p cl, en 102 en 108 en 110 en 108
400, 1 2 3 2 3 p a, en 6 en 17 en 35 en 19
401, 1 2 3 2 3 p t, en 260 en 255 en 238 en 265
402, 1 2 3 2 3 p b, en 97 en 64 en 93 en 71
403, 1 2 3 2 3 p s, en 208 en 219 en 206 en 207 en 228
404, 1 2 3 2 3 p c, en 140 en 128 en 136 en 146
405, 1 2 3 2 3 p l, en 151 en 162 en 172 en 194
406, 1 2 3 2 3 p bk, en 61 en 58 en 45 en 43 en 42
407, 1 2 3 2 3 p cl, en 102 en 108 en 110 en 108
408, 1 2 3 3 1 p a, en 28 en 26 en 17 en 23
409, 1 2 3 3 1 p t, en 243 en 258 en 245 en 268
410, 1 2 3 3 1 p b, en 71 en 64 en 96 en 63
411, 1 2 3 3 1 p s, en 229 en 231 en 224 en 225
412, 1 2 3 3 1 p c, en 132 en 136 en 116 en 140
413, 1 2 3 3 1 p l, en 170 en 152 en 198 en 160 en 195
414, 1 2 3 3 1 p bk, en 204 en 62 en 58 en 51 en 43
415, 1 2 3 3 1 p cl, en 102 en 108 en 110 en 106 en 101
416, 1 2 3 3 2 p a, en 4 en 23 en 19 en 35
417, 1 2 3 3 2 p t, en 245 en 265 en 254 en 238
418, 1 2 3 3 2 p b, en 71 en 78 en 63 en 97
419, 1 2 3 3 2 p s, en 226 en 211 en 220 en 219
420, 1 2 3 3 2 p c, en 147 en 129 en 130 en 113
421, 1 2 3 3 2 p l, en 185 en 161 en 172 en 148 en 173
422, 1 2 3 3 2 p bk, en 39 en 55 en 41 en 42 en 51
423, 1 2 3 3 2 p cl, en 103 en 108 en 110 en 106 en 101
424, 1 2 3 3 3 p a, en 4 en 17 en 23 en 19
